Year,psa_rate_per_100k_pop,lga_rate_per_100_pop,incidents_recorded,LGA,division_code,division_desc,subdivision_code,subdivision_desc,subgroup_code,subgroup_desc,police_region
2024,300.534809977,926.736719206,127,Central Goldfields,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,21.297742439,65.674255692,9,Central Goldfields,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,11.832079133,36.485697607,5,Central Goldfields,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2024,4.732831653,14.594279043,2,Central Goldfields,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,127.786454636,394.045534151,54,Central Goldfields,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,61.526811491,189.725627554,26,Central Goldfields,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,97.02304889,299.182720374,41,Central Goldfields,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,26.030574092,80.268534734,11,Central Goldfields,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,210.611008566,649.445417396,89,Central Goldfields,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,16.564910786,90.264345583,7,Loddon,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,11.832079133,64.47453256,5,Loddon,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,75.725306451,412.637008382,32,Loddon,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,2.366415827,12.894906512,1,Loddon,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,4.732831653,25.789813024,2,Loddon,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,52.061148185,283.687943262,22,Loddon,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,35.496237399,193.423597679,15,Loddon,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,61.526811491,335.26756931,26,Loddon,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,2.366415827,12.894906512,1,Loddon,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,153.817028728,838.168923275,65,Loddon,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,16.564910786,33.655464205,7,Mount Alexander,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,4.732831653,9.615846916,2,Mount Alexander,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,189.313266127,384.633876629,80,Mount Alexander,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,208.24459274,423.097264292,88,Mount Alexander,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,2.366415827,4.807923458,1,Mount Alexander,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2024,47.328316532,96.158469157,20,Mount Alexander,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,75.725306451,153.853550651,32,Mount Alexander,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,2.366415827,4.807923458,1,Mount Alexander,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,4 Western
2024,52.061148185,105.774316073,22,Mount Alexander,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,220.076671873,447.136881581,93,Mount Alexander,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,52.061148185,105.774316073,22,Mount Alexander,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,198.778929433,403.86557046,84,Mount Alexander,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,44.385264092,44.385264092,71,Darebin,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,1 North West Metro
2024,1.875433694,1.875433694,3,Darebin,B,Property and deception offences,B10,Arson,B19,Other fire related offences,1 North West Metro
2024,640.773178798,640.773178798,1025,Darebin,B,Property and deception offences,B20,Property damage,B21,Criminal damage,1 North West Metro
2024,63.764745597,63.764745597,102,Darebin,B,Property and deception offences,B20,Property damage,B22,Graffiti,1 North West Metro
2024,9.37716847,9.37716847,15,Darebin,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,1 North West Metro
2024,127.529491195,127.529491195,204,Darebin,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,1 North West Metro
2024,454.480098523,454.480098523,727,Darebin,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,1 North West Metro
2024,2.500578259,2.500578259,4,Darebin,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,1 North West Metro
2024,520.120277814,520.120277814,832,Darebin,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,1 North West Metro
2024,1717.897263742,1717.897263742,2748,Darebin,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,1 North West Metro
2024,214.424585685,214.424585685,343,Darebin,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2024,899.583028575,899.583028575,1439,Darebin,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2024,32.374246287,32.374246287,16,East Gippsland,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2024,34.39763668,34.39763668,17,East Gippsland,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2024,851.847355429,851.847355429,421,East Gippsland,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2024,44.514588645,44.514588645,22,East Gippsland,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2024,10.116951965,10.116951965,5,East Gippsland,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2024,52.608150217,52.608150217,26,East Gippsland,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2024,242.806847153,242.806847153,120,East Gippsland,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2024,4.046780786,4.046780786,2,East Gippsland,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,2 Eastern
2024,117.356642791,117.356642791,58,East Gippsland,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2024,343.9763668,343.9763668,170,East Gippsland,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2024,70.818663753,70.818663753,35,East Gippsland,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2024,507.870988629,507.870988629,251,East Gippsland,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2024,42.180963247,42.180963247,61,Frankston,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2024,7.606403209,7.606403209,11,Frankston,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2024,721.225322408,721.225322408,1043,Frankston,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2024,76.755523286,76.755523286,111,Frankston,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2024,6.914912008,6.914912008,10,Frankston,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2024,94.734294506,94.734294506,137,Frankston,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2024,428.033053279,428.033053279,619,Frankston,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2024,2.765964803,2.765964803,4,Frankston,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2024,348.51156519,348.51156519,504,Frankston,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2024,1221.864951768,1221.864951768,1767,Frankston,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2024,99.574732912,99.574732912,144,Frankston,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2024,712.927427998,712.927427998,1031,Frankston,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2024,47.461817139,48.003039041,139,Greater Geelong,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,1.365807687,1.381382418,4,Greater Geelong,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,566.810190291,573.273703659,1660,Greater Geelong,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,36.876807561,37.297325298,108,Greater Geelong,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,1.365807687,1.381382418,4,Greater Geelong,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2024,74.436518966,75.285341806,218,Greater Geelong,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,305.599470067,309.084316129,895,Greater Geelong,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,0.682903844,0.690691209,2,Greater Geelong,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,4 Western
2024,217.846326148,220.330495744,638,Greater Geelong,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,763.486497284,772.192771916,2236,Greater Geelong,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,77.851038185,78.738797852,228,Greater Geelong,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,550.761949964,557.042460242,1613,Greater Geelong,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,1.024355766,90.854027862,3,Queenscliffe,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,1.024355766,90.854027862,3,Queenscliffe,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,0.682903844,60.569351908,2,Queenscliffe,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,1.707259609,151.42337977,5,Queenscliffe,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,1.365807687,121.138703816,4,Queenscliffe,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,4.097423062,363.416111448,12,Queenscliffe,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,0.341451922,30.284675954,1,Queenscliffe,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,3.75597114,333.131435494,11,Queenscliffe,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,4.11715168,10.365819182,11,Bayside,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2024,0.374286516,0.942347198,1,Bayside,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2024,116.403106578,293.069978703,311,Bayside,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2024,19.088612333,48.059707118,51,Bayside,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2024,1.122859549,2.827041595,3,Bayside,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2024,88.331617853,222.393938823,236,Bayside,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2024,98.437353794,247.83731318,263,Bayside,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2024,94.320202115,237.471493997,252,Bayside,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2024,320.389257977,806.649201832,856,Bayside,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2024,30.317207823,76.330123071,81,Bayside,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2024,141.854589688,357.149588194,379,Bayside,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2024,9.731449425,16.143352974,26,Glen Eira,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2024,0.374286516,0.620898191,1,Glen Eira,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2024,186.394685131,309.207299279,498,Glen Eira,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2024,29.56863479,49.050957115,79,Glen Eira,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2024,2.245719098,3.725389148,6,Glen Eira,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2024,64.751567325,107.415387099,173,Glen Eira,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2024,178.534668289,296.168437261,477,Glen Eira,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2024,0.374286516,0.620898191,1,Glen Eira,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2024,138.111724525,229.111432598,369,Glen Eira,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2024,437.166651071,725.209087466,1168,Glen Eira,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2024,69.991578553,116.107961778,187,Glen Eira,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2024,234.303359221,388.682267769,626,Glen Eira,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2024,57.980370357,57.980370357,97,Greater Dandenong,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2024,7.770565099,7.770565099,13,Greater Dandenong,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2024,716.087460699,716.087460699,1198,Greater Dandenong,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2024,33.473203505,33.473203505,56,Greater Dandenong,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2024,4.781886215,4.781886215,8,Greater Dandenong,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2024,113.569797607,113.569797607,190,Greater Dandenong,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2024,337.720713936,337.720713936,565,Greater Dandenong,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2024,0.597735777,0.597735777,1,Greater Dandenong,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2024,550.514650504,550.514650504,921,Greater Dandenong,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2024,1548.135662112,1548.135662112,2590,Greater Dandenong,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2024,86.671687647,86.671687647,145,Greater Dandenong,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2024,827.266315198,827.266315198,1384,Greater Dandenong,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2024,37.643909529,37.643909529,36,Hobsons Bay,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,1 North West Metro
2024,1.045664154,1.045664154,1,Hobsons Bay,B,Property and deception offences,B10,Arson,B19,Other fire related offences,1 North West Metro
2024,486.233831418,486.233831418,465,Hobsons Bay,B,Property and deception offences,B20,Property damage,B21,Criminal damage,1 North West Metro
2024,105.612079512,105.612079512,101,Hobsons Bay,B,Property and deception offences,B20,Property damage,B22,Graffiti,1 North West Metro
2024,8.365313229,8.365313229,8,Hobsons Bay,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,1 North West Metro
2024,51.237543526,51.237543526,49,Hobsons Bay,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,1 North West Metro
2024,249.913732707,249.913732707,239,Hobsons Bay,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,1 North West Metro
2024,2.091328307,2.091328307,2,Hobsons Bay,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,1 North West Metro
2024,348.206163145,348.206163145,333,Hobsons Bay,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,1 North West Metro
2024,1277.801595683,1277.801595683,1222,Hobsons Bay,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,1 North West Metro
2024,145.347317349,145.347317349,139,Hobsons Bay,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2024,719.416937668,719.416937668,688,Hobsons Bay,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2024,3.361005613,18.301610542,1,Hindmarsh,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,3.361005613,18.301610542,1,Hindmarsh,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,73.942123483,402.635431918,22,Hindmarsh,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,6.722011226,36.603221083,2,Hindmarsh,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,3.361005613,18.301610542,1,Hindmarsh,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,26.888044903,146.412884334,8,Hindmarsh,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,20.166033677,109.80966325,6,Hindmarsh,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,47.05407858,256.222547584,14,Hindmarsh,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,3.361005613,18.301610542,1,Hindmarsh,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,70.58111787,384.333821376,21,Hindmarsh,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,13.444022452,19.630938359,4,Horsham,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,30.249050516,44.169611307,9,Horsham,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,601.620004705,878.484491559,179,Horsham,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,339.461566901,495.681193561,101,Horsham,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,13.444022452,19.630938359,4,Horsham,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2024,16.805028064,24.538672949,5,Horsham,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,104.191173999,152.139772281,31,Horsham,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,117.635196451,171.77071064,35,Horsham,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,205.021342386,299.371809973,61,Horsham,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,87.386145935,127.601099333,26,Horsham,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,305.851510772,446.603847664,91,Horsham,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,6.722011226,51.111679019,2,West Wimmera,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,3.361005613,25.555839509,1,West Wimmera,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,43.693072967,332.225913621,13,West Wimmera,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,3.361005613,25.555839509,1,West Wimmera,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,13.444022452,102.223358037,4,West Wimmera,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,6.722011226,51.111679019,2,West Wimmera,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,30.249050516,230.002555584,9,West Wimmera,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,3.361005613,25.555839509,1,West Wimmera,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,63.859106645,485.560950677,19,West Wimmera,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,59.254570147,59.254570147,161,Hume,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,1 North West Metro
2024,1.840204042,1.840204042,5,Hume,B,Property and deception offences,B10,Arson,B19,Other fire related offences,1 North West Metro
2024,469.252030665,469.252030665,1275,Hume,B,Property and deception offences,B20,Property damage,B21,Criminal damage,1 North West Metro
2024,24.290693352,24.290693352,66,Hume,B,Property and deception offences,B20,Property damage,B22,Graffiti,1 North West Metro
2024,2.576285659,2.576285659,7,Hume,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,1 North West Metro
2024,52.629835596,52.629835596,143,Hume,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,1 North West Metro
2024,203.158526217,203.158526217,552,Hume,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,1 North West Metro
2024,0.736081617,0.736081617,2,Hume,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,1 North West Metro
2024,416.254154261,416.254154261,1131,Hume,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,1 North West Metro
2024,1028.67405938,1028.67405938,2795,Hume,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,1 North West Metro
2024,17.665958802,17.665958802,48,Hume,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2024,711.790923378,711.790923378,1934,Hume,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2024,17.415220903,17.415220903,29,Kingston,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2024,0.600524859,0.600524859,1,Kingston,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2024,404.153229923,404.153229923,673,Kingston,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2024,45.639889263,45.639889263,76,Kingston,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2024,3.603149152,3.603149152,6,Kingston,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2024,115.300772875,115.300772875,192,Kingston,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2024,243.212567784,243.212567784,405,Kingston,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2024,0.600524859,0.600524859,1,Kingston,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2024,303.865578516,303.865578516,506,Kingston,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2024,941.622978483,941.622978483,1568,Kingston,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2024,118.903922028,118.903922028,198,Kingston,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2024,640.760024261,640.760024261,1067,Kingston,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2024,17.758508775,17.758508775,29,Knox,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2024,6.735986087,6.735986087,11,Knox,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2024,374.153409021,374.153409021,611,Knox,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2024,52.050801582,52.050801582,85,Knox,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2024,3.674174229,3.674174229,6,Knox,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2024,77.770021188,77.770021188,127,Knox,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2024,219.225729017,219.225729017,358,Knox,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2024,246.782035737,246.782035737,403,Knox,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2024,813.217229428,813.217229428,1328,Knox,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2024,36.129379922,36.129379922,59,Knox,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2024,440.288545149,440.288545149,719,Knox,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2024,114.148011922,114.148011922,90,Latrobe,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2024,5.073244974,5.073244974,4,Latrobe,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2024,1138.943496734,1138.943496734,898,Latrobe,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2024,63.415562179,63.415562179,50,Latrobe,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2024,8.878178705,8.878178705,7,Latrobe,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2024,157.270594204,157.270594204,124,Latrobe,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2024,448.982180227,448.982180227,354,Latrobe,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2024,1.268311244,1.268311244,1,Latrobe,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,2 Eastern
2024,341.175724523,341.175724523,269,Latrobe,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2024,886.549559262,886.549559262,699,Latrobe,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2024,63.415562179,63.415562179,50,Latrobe,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2024,910.64747289,910.64747289,718,Latrobe,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2024,14.887044549,14.887044549,8,Macedon Ranges,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2024,35.356730805,35.356730805,19,Macedon Ranges,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2024,334.958502363,334.958502363,180,Macedon Ranges,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2024,80.017864453,80.017864453,43,Macedon Ranges,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2024,3.721761137,3.721761137,2,Macedon Ranges,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2024,24.191447393,24.191447393,13,Macedon Ranges,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2024,147.009564926,147.009564926,79,Macedon Ranges,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2024,150.731326063,150.731326063,81,Macedon Ranges,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2024,260.523279616,260.523279616,140,Macedon Ranges,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2024,33.495850236,33.495850236,18,Macedon Ranges,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2024,439.16781421,439.16781421,236,Macedon Ranges,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2024,8.348449086,8.348449086,11,Manningham,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2024,3.035799668,3.035799668,4,Manningham,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2024,196.568028476,196.568028476,259,Manningham,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
